Item,AIM_STORE_CNT,IN_STCK_STORE_CNT,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,Store TIL,Need for TIL
908126,350,347,0.991,0,168,795,698,27
908126,606,598,0.987,160,396,1552,1253,48
908126,350,349,0.997,0,156,856,701,22
232807,521,509,0.977,0,300,1476,1567,206
232807,340,329,0.968,108,168,880,1020,143
232807,478,475,0.994,43,444,1483,1434,63
232807,350,344,0.983,54,132,963,1051,131
232807,296,290,0.98,81,204,843,890,110
232807,718,703,0.979,163,468,2202,2153,138
232807,762,728,0.955,173,912,2352,2473,284
232807,328,323,0.985,110,384,945,991,127
232807,713,697,0.978,2,1284,2230,2226,200
232807,438,434,0.991,288,180,1238,1318,161
232807,443,435,0.982,415,228,1324,1338,88
232807,489,484,0.99,0,216,1336,1469,195
232807,394,392,0.995,155,0,1251,1178,41
232807,351,351,1,286,108,1108,1055,51
232807,607,600,0.988,270,792,4522,1895,129
232807,351,347,0.989,72,276,1101,1062,62
232813,521,509,0.977,0,780,1352,1570,217
232813,340,328,0.965,374,816,895,1020,138
232813,478,472,0.987,133,804,1428,1448,94
232813,350,345,0.986,167,732,938,1052,145
232813,296,283,0.956,0,444,1392,919,128
232813,717,705,0.983,1900,1428,2102,2168,159
232813,762,738,0.969,175,1872,2399,2503,272
232813,328,315,0.96,167,888,968,1049,143
232813,713,699,0.98,1607,1512,2278,2263,215
232813,438,433,0.989,682,828,1198,1317,177
232813,443,431,0.973,788,468,1296,1340,96
232813,489,482,0.986,523,792,1282,1475,219
232813,394,365,0.926,782,0,992,1179,143
232813,351,346,0.986,382,384,1062,1089,70
232813,606,586,0.967,2054,2328,1915,1980,186
232813,351,343,0.977,14,804,1096,1089,67
483167,521,484,0.929,0,312,967,1043,159
483167,343,338,0.985,195,96,720,683,35
483167,478,470,0.983,48,252,1050,956,50
483167,352,348,0.989,45,156,735,707,42
483167,296,290,0.98,55,252,640,595,48
483167,719,698,0.971,81,396,1520,1435,81
483167,740,694,0.938,0,1272,1731,1512,164
483167,328,260,0.793,0,324,543,668,148
483167,713,696,0.976,24,1092,1775,1573,129
483167,438,424,0.968,261,108,967,886,54
483167,443,438,0.989,219,156,971,889,44
483167,489,479,0.98,71,192,1050,980,68
483167,395,384,0.972,151,0,820,784,57
483167,351,332,0.946,199,108,806,719,53
483167,610,583,0.956,0,876,1387,1316,141
483167,351,333,0.949,58,312,798,709,66
697531,180,178,0.989,57,36,514,540,62
697531,216,211,0.977,50,72,623,643,70
697531,128,127,0.992,100,48,387,383,18
697531,248,248,1,40,96,716,745,83
697531,213,205,0.962,0,216,546,641,88
697531,402,393,0.978,117,312,1193,1199,46
697531,593,575,0.97,59,876,1748,1858,186
697531,117,115,0.983,71,96,355,354,32
697531,317,311,0.981,2,528,1019,993,52
697531,307,304,0.99,93,180,853,921,131
697531,104,103,0.99,95,36,324,313,11
697531,121,121,1,29,48,366,363,35
697531,99,98,0.99,39,0,293,291,11
697531,329,328,0.997,202,96,1006,992,44
697531,272,270,0.993,146,204,868,863,52
697531,122,121,0.992,58,60,372,368,19
804093,520,510,0.981,45,108,1150,657,13
804093,338,325,0.962,78,60,714,430,13
804093,475,460,0.968,77,144,1038,586,16
804093,348,341,0.98,70,108,739,430,8
804093,296,289,0.976,106,84,549,330,8
804093,712,662,0.93,330,0,1477,1002,76
804093,749,728,0.972,57,1044,1603,1014,29
804093,325,197,0.606,288,108,459,374,133
804093,700,617,0.881,0,420,1344,831,95
804093,437,423,0.968,165,96,783,512,16
804093,438,425,0.97,247,0,882,591,16
804093,488,472,0.967,76,120,988,570,22
804093,392,367,0.936,62,0,825,549,33
804093,340,324,0.953,37,216,608,419,17
804093,591,554,0.937,78,312,1001,759,44
804093,341,326,0.956,46,192,646,399,15
804094,520,470,0.904,0,192,1166,721,80
804094,338,331,0.979,8,12,756,508,11
804094,475,463,0.975,61,96,1095,652,16
804094,348,344,0.989,39,60,802,546,11
804094,296,290,0.98,154,12,625,434,9
804094,712,671,0.942,134,108,1497,1010,71
804094,758,702,0.926,0,648,1516,1100,81
804094,325,270,0.831,0,120,645,424,71
804094,700,673,0.961,137,312,1396,918,33
804094,437,430,0.984,166,84,991,679,17
804094,438,425,0.97,220,0,903,616,18
804094,488,480,0.984,123,0,992,647,13
804094,392,346,0.883,57,0,749,562,70
804094,340,320,0.941,28,228,563,383,21
804094,591,564,0.954,51,360,1081,799,33
804094,341,273,0.801,0,288,608,445,84
827731,520,503,0.967,0,684,1494,1589,194
827731,338,323,0.956,231,264,965,1025,116
827731,478,467,0.977,376,912,1613,1488,93
827731,350,343,0.98,153,252,992,1062,131
827731,296,285,0.963,238,420,953,943,117
827731,717,705,0.983,373,1176,2323,2200,135
827731,722,699,0.968,1173,1380,2531,2387,259
827731,323,311,0.963,128,516,1018,1086,128
827731,710,683,0.962,904,1992,2568,2550,247
827731,438,389,0.888,372,396,1109,1322,210
827731,441,423,0.959,806,276,1323,1376,114
827731,488,472,0.967,188,696,1384,1487,193
827731,392,386,0.985,256,0,1177,1178,71
827731,351,348,0.991,473,120,1145,1111,90
827731,605,584,0.965,1216,924,2215,2157,196
827731,350,342,0.977,106,372,1172,1140,93
892053,519,442,0.852,0,564,1180,1085,196
892053,337,321,0.953,0,288,1550,687,71
892053,475,453,0.954,181,504,1423,1008,71
892053,349,345,0.989,25,252,1112,720,40
892053,296,280,0.946,3,348,824,608,60
892053,711,661,0.93,388,636,1932,1494,152
892053,756,653,0.864,9,1260,2380,1629,194
892053,321,286,0.891,0,408,815,723,114
892053,701,677,0.966,154,1284,2203,1662,138
892053,418,310,0.742,441,72,751,863,208
892053,436,415,0.952,533,360,1170,951,86
892053,488,470,0.963,0,444,1316,1018,84
892053,392,379,0.967,341,0,1054,801,67
892053,340,297,0.874,200,156,1150,707,94
892053,591,565,0.956,419,972,1864,1611,155
892053,341,326,0.956,0,396,948,737,67
902855,520,514,0.988,17,132,1692,1040,17
902855,340,336,0.988,50,36,1098,676,17
902855,478,472,0.987,121,96,1488,956,23
902855,349,349,1,74,36,1126,700,12
902855,296,295,0.997,57,48,1256,593,5
902855,714,704,0.986,251,144,2145,1422,34
902855,738,726,0.984,201,312,2579,1480,38
902855,321,319,0.994,77,24,1221,642,16
902855,705,697,0.989,75,360,2805,1479,42
902855,438,436,0.995,119,96,1446,879,17
902855,441,439,0.995,191,60,1484,882,16
902855,489,487,0.996,65,60,1364,979,33
902855,394,390,0.99,148,0,1145,785,13
902855,351,349,0.994,219,48,1286,704,16
902855,605,595,0.983,168,216,2336,1289,57
902855,350,348,0.994,47,36,1383,700,18
902856,494,475,0.962,0,84,860,554,23
902856,326,321,0.985,30,24,600,376,9
902856,451,438,0.971,49,60,742,483,13
902856,340,330,0.971,14,36,587,389,12
902856,262,253,0.966,32,36,467,276,10
902856,694,659,0.95,80,84,1209,879,46
902856,723,697,0.964,62,252,1484,907,30
902856,269,237,0.881,1,60,436,286,35
902856,585,572,0.978,41,180,1106,640,13
902856,421,417,0.99,36,60,690,455,4
902856,407,397,0.975,87,36,696,431,10
902856,461,447,0.97,39,36,781,490,14
902856,380,367,0.966,52,0,731,411,12
902856,331,324,0.979,94,48,683,382,7
902856,531,518,0.976,15,120,1085,591,13
902856,317,306,0.965,1,48,510,326,11
902857,517,510,0.986,7,228,1257,1034,29
902857,334,331,0.991,65,48,849,666,12
902857,475,465,0.979,100,144,1178,950,22
902857,344,342,0.994,65,60,866,690,10
902857,279,275,0.986,30,108,702,558,20
902857,709,701,0.989,133,156,1843,1414,28
902857,709,696,0.982,147,336,1864,1422,47
902857,304,292,0.961,0,144,783,608,33
902857,660,647,0.98,39,384,1773,1384,64
902857,429,426,0.993,69,120,1150,858,23
902857,428,421,0.984,131,96,1034,856,32
902857,489,484,0.99,46,72,1171,978,18
902857,394,388,0.985,96,0,954,784,20
902857,339,333,0.982,100,60,874,678,28
902857,577,566,0.981,79,288,1445,1230,58
902857,332,328,0.988,51,72,889,664,18
912489,493,483,0.98,0,96,1300,986,26
912489,325,322,0.991,37,24,960,650,9
912489,450,443,0.984,44,72,1229,900,14
912489,339,336,0.991,71,24,1016,680,10
912489,263,263,1,28,84,744,530,6
912489,691,679,0.983,107,48,1926,1378,26
912489,709,700,0.987,71,216,2286,1424,23
912489,269,264,0.981,3,72,775,538,9
912489,584,575,0.985,0,288,1895,1232,34
912489,421,413,0.981,95,60,1089,842,21
912489,403,393,0.975,73,84,1116,806,15
912489,449,443,0.987,32,36,1259,896,11
912489,373,366,0.981,48,0,1042,744,11
912489,330,330,1,62,0,1001,662,7
912489,527,518,0.983,129,24,1599,1132,27
912489,308,305,0.99,41,36,858,616,7
912490,493,491,0.996,9,60,1731,986,8
912490,325,323,0.994,54,0,1117,650,4
912490,449,448,0.998,36,24,1555,898,3
912490,339,338,0.997,35,12,1149,680,6
912490,263,262,0.996,39,36,1197,529,7
912490,691,688,0.996,93,36,2361,1378,11
912490,730,719,0.985,198,72,2835,1468,26
912490,269,267,0.993,48,0,1138,538,5
912490,585,583,0.997,120,72,2741,1234,17
912490,421,420,0.998,95,36,1470,842,4
912490,403,403,1,69,24,1508,806,9
912490,449,446,0.993,33,12,1465,898,9
912490,373,369,0.989,40,0,1129,744,17
912490,330,328,0.994,65,12,1458,662,12
912490,527,525,0.996,129,12,2715,1132,20
912490,308,307,0.997,28,24,1602,616,3
930987,473,447,0.945,0,168,928,944,114
930987,314,303,0.965,52,72,656,615,29
930987,425,419,0.986,9,492,870,850,52
930987,329,325,0.988,5,108,698,656,29
930987,240,231,0.962,78,84,595,464,18
930987,675,664,0.984,43,348,1369,1344,63
930987,709,643,0.907,38,624,1607,1363,98
930987,244,230,0.943,0,144,512,489,62
930987,549,526,0.958,117,348,1551,1147,62
930987,415,410,0.988,81,96,979,827,21
930987,405,398,0.983,184,132,847,808,49
930987,449,447,0.996,55,72,1019,898,27
930987,370,365,0.986,82,0,777,738,41
930987,331,257,0.776,83,36,598,554,47
930987,533,515,0.966,0,348,1310,1135,93
930987,313,273,0.872,58,192,723,618,93
952371,519,506,0.975,0,288,654,859,254
952371,340,331,0.974,14,48,508,564,70
952371,478,468,0.979,89,156,526,558,179
952371,350,338,0.966,0,228,552,617,77
952371,296,279,0.943,0,132,388,491,109
952371,719,655,0.911,70,648,775,1199,388
952371,752,678,0.902,0,816,850,1313,469
952371,438,430,0.982,0,120,568,773,209
952371,442,428,0.968,0,228,659,641,64
952371,489,471,0.963,0,60,637,783,189
952371,394,360,0.914,0,0,476,622,144
952371,351,342,0.974,0,0,509,522,52
952401,340,328,0.965,232,54,960,676,9
952401,349,344,0.986,213,72,1001,699,7
952401,293,289,0.986,197,0,849,615,9
952401,717,648,0.904,480,126,1880,1410,60
952401,759,673,0.887,0,918,1914,1549,82
952401,435,431,0.991,617,0,1256,877,8
952401,394,383,0.972,278,0,1178,783,10
952401,347,341,0.983,0,468,963,704,16
952402,313,297,0.949,216,48,876,612,10
952402,334,329,0.985,179,60,945,666,7
952402,282,272,0.965,137,84,780,593,17
952402,672,609,0.906,451,120,1753,1332,60
952402,752,665,0.884,0,864,1898,1551,81
952402,424,367,0.866,371,588,1019,839,53
952402,350,340,0.971,244,0,1062,697,11
