Vendor,WEEK_NBR,Item,Description,Size,UPC,DC,Active Flag,AIM STR CNT,AIM INSTK STORE CNT,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,Store TIL,Need for Store TIL
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,IN,Y,223,148,66.4%,1009,0,474,303,9
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,LA,Y,84,84,100.0%,176,0,391,173,2
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,NJ,Y,113,54,47.8%,630,0,213,109,1
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,OR,Y,420,419,99.8%,199,636,1620,855,6
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,TN,Y,222,165,74.3%,546,0,606,339,7
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,UC,Y,62,62,100.0%,42,0,230,129,0
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,WN,Y,87,68,78.2%,1481,0,258,138,3
13082,201151,690341,CVS BBY SUNLTSPF70,8Z,5042814756,YK,Y,40,26,65.0%,731,0,78,52,1
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,CR,Y,313,313,100.0%,22,0,1129,626,2
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,EN,Y,318,318,100.0%,62,0,1188,636,0
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,FL,Y,292,287,98.3%,0,312,922,600,18
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,IN,Y,1549,1545,99.7%,21,120,5311,3098,12
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,LA,Y,618,605,97.9%,12,48,1881,1238,41
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,NJ,Y,674,673,99.9%,137,0,2949,1366,4
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,OR,Y,438,400,91.3%,0,396,1480,886,100
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,TN,Y,1630,1616,99.1%,556,0,5710,3269,36
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,UC,Y,449,442,98.4%,48,36,1622,909,21
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,WN,Y,571,568,99.5%,927,0,2096,1144,13
13082,201151,727120,CVS PG BBY LT 60,3Z,5042816869,YK,Y,282,281,99.6%,12,0,1084,564,5
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,CR,Y,313,312,99.7%,24,12,1141,627,3
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,EN,Y,318,317,99.7%,15,0,1172,636,3
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,FL,Y,292,290,99.3%,28,696,1075,601,14
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,IN,Y,1546,1540,99.6%,39,180,5298,3092,19
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,LA,Y,618,617,99.8%,0,120,2156,1247,25
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,NJ,Y,673,668,99.3%,93,0,3643,1364,17
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,OR,Y,437,437,100.0%,1,924,1776,884,3
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,TN,Y,1625,1619,99.6%,1125,0,6080,3255,26
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,UC,Y,418,416,99.5%,19,168,1378,841,15
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,WN,Y,571,565,98.9%,2385,0,2471,1144,18
13082,201151,727121,CVS PUR&GTL BBY ST,.47Z,5042816870,YK,Y,284,282,99.3%,124,0,1266,568,5
13082,201151,727122,CVS X SPORT FC 70,2.5Z,5042816871,CR,Y,313,310,99.0%,0,60,999,626,12
13082,201151,727122,CVS X SPORT FC 70,2.5Z,5042816871,EN,Y,318,318,100.0%,12,0,1031,636,4
13082,201151,727122,CVS X SPORT FC 70,2.5Z,5042816871,FL,Y,292,265,90.8%,0,528,868,599,86
13082,201151,727122,CVS X SPORT FC 70,2.5Z,5042816871,IN,Y,1551,1495,96.4%,120,288,5560,3102,164
13082,201151,727122,CVS X SPORT FC 70,2.5Z,5042816871,LA,Y,618,590,95.5%,0,96,1752,1241,101
