Vendor,Fiscal Week,Cat,Item,Description,Size,UPC,DC,AIM Store Cnt,Instock Store Cnt,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,TIL,Need for TIL,Unit Cost
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,PA,475,467,98.4%,320,0,1553,960,19,1.55
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,SC,506,187,36.9%,1944,0,301,1016,397,1.55
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,TN,443,438,98.8%,468,0,1453,888,25,1.55
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,UC,342,333,97.5%,132,216,999,781,29,1.55
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,WN,604,601,99.6%,571,0,2066,1358,32,1.55
10127,201447,6,237755,CVS ITCH RELIF GEL,4Z,5042843259,YK,412,410,99.5%,545,0,1635,846,7,1.55
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,AL,401,394,98.3%,208,0,927,421,11,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,CR,400,389,97.2%,169,0,912,441,18,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,DT,450,445,98.8%,126,0,1086,492,5,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,EN,507,499,98.4%,178,0,1149,561,18,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,FL,313,307,98.1%,121,72,886,419,9,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,IN,651,645,99.1%,217,0,1575,720,14,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,LA,798,780,97.8%,113,360,2217,1265,62,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,MA,334,328,98.1%,357,0,821,462,13,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,NJ,661,637,96.4%,112,384,1783,1143,52,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,OR,369,360,97.6%,254,0,898,412,11,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,PA,479,472,98.6%,484,0,1166,484,9,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,SC,509,497,97.6%,219,0,1044,519,16,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,TN,449,445,99.0%,391,0,942,453,5,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,UC,347,342,98.5%,134,120,916,531,22,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,WN,608,599,98.4%,599,0,1585,965,33,1.83
10127,201447,6,249816,CVS SCAR GEL,.7Z,5042805405,YK,419,415,99.1%,320,0,1010,423,5,1.83
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,AL,401,399,99.6%,297,0,1421,807,24,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,CR,400,396,99.1%,136,36,1343,813,37,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,DT,450,446,99.2%,42,108,1364,901,26,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,EN,507,501,98.8%,1123,0,1436,1038,42,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,FL,313,309,98.7%,214,0,1087,629,24,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,IN,648,645,99.6%,239,0,1986,1303,26,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,LA,797,784,98.3%,0,708,2814,1613,80,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,MA,334,333,99.7%,630,0,1273,679,13,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,NJ,661,655,99.1%,1472,0,2681,1338,25,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,OR,367,360,98.0%,362,0,1228,734,26,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,PA,479,472,98.6%,142,24,1446,964,32,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,SC,509,503,98.8%,81,84,1446,1018,38,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,TN,448,447,99.7%,81,72,1382,897,20,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,UC,347,341,98.1%,1181,0,1184,699,17,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,WN,612,609,99.4%,2057,0,2683,1234,16,2.13
10127,201447,6,308266,CVS INST BURN SPR,4.5Z,5042807099,YK,419,416,99.4%,388,0,1562,852,17,2.13
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,AL,218,181,82.9%,0,384,522,442,76,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,CR,252,235,93.3%,299,0,799,530,49,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,DT,344,329,95.7%,0,384,1011,690,61,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,EN,283,271,95.9%,413,0,1096,611,39,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,FL,235,222,94.6%,0,768,814,507,47,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,IN,439,421,96.0%,64,384,1446,891,68,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,LA,653,609,93.3%,0,1536,2262,1396,126,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,MA,271,260,95.8%,507,0,951,571,45,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,NJ,604,570,94.3%,463,768,2072,1238,95,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,OR,227,197,86.7%,0,768,553,456,85,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,PA,354,335,94.7%,130,384,1155,716,52,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,SC,305,291,95.6%,334,0,1142,620,22,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,TN,268,262,97.6%,0,288,926,539,31,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,UC,301,282,93.7%,271,384,968,615,45,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,WN,550,525,95.4%,322,768,2318,1130,52,1.65
10127,201447,6,320989,CVS MUSCLE RUB US,2Z,5042847552,YK,356,343,96.3%,292,384,1459,737,37,1.65
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,AL,401,400,99.7%,4758,0,2050,811,7,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,CR,400,396,98.9%,379,0,1691,823,11,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,DT,450,448,99.7%,502,0,1939,902,3,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,EN,507,505,99.6%,260,0,2118,1051,14,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,FL,313,312,99.8%,819,0,1336,632,4,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,IN,651,647,99.3%,673,0,3449,1314,5,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,LA,760,754,99.2%,763,0,3420,1531,23,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,MA,334,333,99.8%,399,0,1753,688,3,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,NJ,661,657,99.3%,764,0,3134,1338,8,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,OR,369,365,99.0%,601,0,1566,738,8,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,PA,479,475,99.3%,940,0,2098,966,10,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,SC,509,505,99.2%,1552,0,2009,1018,10,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,TN,449,447,99.7%,799,0,1903,899,9,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,UC,347,346,99.8%,323,0,1637,705,4,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,WN,609,608,99.9%,980,0,2946,1222,5,2.48
10127,201447,6,460400,CVS CONT COOL SPRY,3Z,5042812926,YK,419,418,99.8%,816,0,1806,862,8,2.48
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,AL,401,399,99.5%,2781,0,2173,810,4,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,CR,397,395,99.6%,543,0,1977,816,8,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,DT,447,446,99.7%,682,0,2343,896,0,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,EN,503,503,100.0%,753,0,2450,1042,4,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,FL,313,313,99.9%,380,0,1655,646,2,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,IN,648,648,100.0%,289,0,3614,1309,2,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,LA,795,793,99.8%,1046,0,4129,1635,8,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,MA,329,329,100.0%,463,0,1721,678,0,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,NJ,649,648,99.8%,336,0,3589,1310,4,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,OR,367,365,99.3%,668,0,1915,739,3,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,PA,476,476,99.9%,354,0,2313,960,7,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,SC,509,508,99.7%,737,0,2458,1018,3,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,TN,449,448,99.8%,576,0,2228,898,2,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,UC,344,343,99.8%,464,0,1747,695,1,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,WN,601,599,99.6%,692,0,3343,1206,5,2.28
10127,201447,6,460403,CVS CONT ANTCH SPY,3Z,5042812927,YK,417,416,99.7%,1374,0,1763,858,14,2.28
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,AL,401,400,99.8%,557,0,1912,813,3,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,CR,399,390,97.7%,123,0,1829,829,7,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,DT,449,449,100.0%,1234,0,2095,901,2,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,EN,504,504,100.0%,847,0,2400,1060,6,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,FL,313,313,100.0%,446,0,1495,635,3,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,IN,651,651,100.0%,219,0,3339,1317,1,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,LA,793,791,99.7%,191,552,4017,1643,16,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,MA,334,331,99.1%,466,0,1652,697,6,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,NJ,658,654,99.3%,480,0,3223,1333,6,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,OR,369,365,99.0%,360,0,1633,739,5,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,PA,479,476,99.3%,1324,0,2032,968,8,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,SC,509,508,99.8%,1066,0,2411,1018,3,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,TN,449,449,99.9%,834,0,1935,898,3,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,UC,347,347,100.0%,149,84,1780,703,3,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,WN,608,606,99.7%,462,0,2974,1221,2,2.13
10127,201447,6,460423,CVS CONT FA SPRAY,3Z,5042812928,YK,419,418,99.8%,356,0,1705,872,4,2.13
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,AL,392,387,98.8%,58,72,1028,801,40,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,CR,398,394,99.0%,95,36,1099,839,36,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,DT,434,421,96.9%,165,84,1108,891,42,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,EN,504,497,98.6%,119,24,1457,1064,38,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,FL,312,307,98.3%,40,84,1071,680,27,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,IN,625,613,98.1%,42,120,1788,1294,50,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,LA,784,763,97.3%,236,552,2340,1778,82,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,MA,328,324,98.9%,30,132,981,739,27,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,NJ,649,640,98.6%,0,588,1914,1538,114,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,OR,366,359,98.2%,107,84,1065,753,34,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,PA,464,454,97.9%,279,0,1318,938,45,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,SC,491,478,97.4%,82,216,1329,987,35,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,TN,429,417,97.2%,144,36,1090,862,44,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,UC,340,332,97.8%,61,144,918,778,43,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,WN,589,573,97.3%,0,300,1705,1328,61,1.85
10127,201447,6,689296,CVS CPSCN ARTH REL,1Z,5042814631,YK,395,386,97.8%,0,276,1223,817,35,1.85
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,AL,399,390,97.6%,330,0,1029,806,30,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,CR,398,356,89.6%,214,240,944,827,104,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,DT,450,439,97.7%,171,36,1274,903,20,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,EN,498,485,97.3%,305,0,1428,1045,44,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,FL,309,300,97.0%,240,204,1014,641,39,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,IN,647,632,97.6%,161,84,1948,1308,39,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,LA,791,770,97.4%,242,1188,2683,1613,57,2.35
10127,201447,6,716887,CVS SORE MUSC C&H,4Z,5042816481,MA,333,327,98.3%,147,144,941,693,26,2.35
